CustomerKey;Name;Marital Status;Gender;Education;Occupation;Continent;City;State;CountryRegion;Birth Date
6659;Howard, Jade;M;F;High School;Manual;North America;Santa Cruz;California;United States;6/3/1929 0:00
8207;Cooper, Destiny;M;F;High School;Manual;North America;Imperial Beach;California;United States;12/2/1953 0:00
9745;Barnes, Amanda;M;F;High School;Manual;North America;Bellflower;California;United States;1/3/1953 0:00
10699;She, Tracy;M;F;High School;Manual;North America;Concord;California;United States;18/7/1953 0:00
11338;Jenkins, Haley;M;F;High School;Manual;North America;Colma;California;United States;3/4/1953 0:00
516;Huang, Shannon;M;F;High School;Clerical;North America;Burbank;California;United States;25/2/1954 0:00
517;Gonzales, Mya;M;F;High School;Clerical;North America;Colma;California;United States;21/10/1954 0:00
3091;Lewis, Jennifer;M;F;Partial High School;Clerical;North America;Daly City;California;United States;16/10/1977 0:00
6664;Hayes, Elizabeth;M;F;High School;Clerical;North America;Burlingame;California;United States;17/2/1955 0:00
7649;Torres, Hailey;M;F;High School;Clerical;North America;Burlingame;California;United States;15/6/1954 0:00
7761;Wood, Morgan;M;F;Partial High School;Clerical;North America;Downey;California;United States;6/2/1978 0:00
8211;Price, Alexis;M;F;High School;Clerical;North America;Downey;California;United States;6/8/1954 0:00
9092;Parker, Andrea;M;F;High School;Clerical;North America;Coronado;California;United States;21/5/1954 0:00
9095;Chande, Lindsey;M;F;High School;Clerical;North America;Beverly Hills;California;United States;22/12/1955 0:00
9096;Flores, Ana;M;F;High School;Clerical;North America;Los Angeles;California;United States;2/10/1955 0:00
9498;Javier Castrejón, Francisco;M;F;Partial High School;Clerical;North America;Burlingame;California;United States;4/3/1944 0:00
11345;Yang, Krystal;M;F;High School;Clerical;North America;Chula Vista;California;United States;24/12/1954 0:00
12689;Thomas, Olivia;M;F;Partial High School;Clerical;North America;Novato;California;United States;19/5/1944 0:00
12795;Powell, Abigail;M;F;High School;Clerical;North America;Daly City;California;United States;17/3/1955 0:00
12800;Chandra, Carolyn;M;F;Partial High School;Clerical;North America;Bellflower;California;United States;14/2/1957 0:00
12801;Cox, Kaylee;M;F;Partial High School;Clerical;North America;La Jolla;California;United States;9/10/1957 0:00
13751;Barnes, Destiny;M;F;Partial High School;Clerical;North America;Palo Alto;California;United States;13/11/1957 0:00
15272;Baker, Bailey;M;F;Partial High School;Clerical;North America;San Diego;California;United States;19/9/1957 0:00
16206;Murphy, Erin;M;F;High School;Clerical;North America;Coronado;California;United States;1/10/1954 0:00
16213;Roberts, Sophia;M;F;High School;Clerical;North America;Long Beach;California;United States;17/10/1955 0:00
16215;Zimmerman, Bianca;M;F;Partial High School;Clerical;North America;Beverly Hills;California;United States;3/6/1956 0:00
16219;Allen, Bailey;M;F;Partial High School;Clerical;North America;Santa Monica;California;United States;7/11/1957 0:00
16223;Sai, Virginia;M;F;Partial High School;Clerical;North America;Chula Vista;California;United States;20/10/1957 0:00
17585;Smith, Rolando;M;F;High School;Clerical;North America;Berkeley;California;United States;3/5/1954 0:00
17775;Rowe, Latasha;M;F;High School;Clerical;North America;Concord;California;United States;21/5/1954 0:00
17785;Gomez, Briana;M;F;Partial High School;Clerical;North America;Chula Vista;California;United States;22/12/1957 0:00
518;Bryant, Katherine;M;F;Partial College;Clerical;North America;Redwood City;California;United States;20/6/1954 0:00
525;Jackson, Alyssa;M;F;Partial College;Clerical;North America;Torrance;California;United States;23/1/1956 0:00
528;Green, Jenna;M;F;Partial College;Clerical;North America;San Gabriel;California;United States;4/6/1956 0:00
529;Washington, Joan;M;F;Partial College;Clerical;North America;Glendale;California;United States;19/8/1957 0:00
532;Yuan, Nina;M;F;Partial College;Clerical;North America;Beverly Hills;California;United States;7/1/1957 0:00
1428;Stewart, Kimberly;M;F;Partial College;Clerical;North America;San Diego;California;United States;8/2/1954 0:00
1436;Zhou, Christy;M;F;Partial College;Clerical;North America;Bell Gardens;California;United States;10/10/1955 0:00
1443;Richardson, Allison;M;F;Partial College;Clerical;North America;Burbank;California;United States;4/8/1957 0:00
1447;Hall, Jasmine;M;F;Partial College;Clerical;North America;La Jolla;California;United States;3/8/1957 0:00
1772;Thomas, Morgan;M;F;Partial College;Clerical;North America;Spring Valley;California;United States;22/10/1955 0:00
1775;Gao, Kristen;M;F;Partial College;Clerical;North America;Burlingame;California;United States;25/3/1955 0:00
1779;Morgan, Connie;M;F;Partial College;Clerical;North America;Santa Cruz;California;United States;8/4/1956 0:00
1789;Nelson, Amanda;M;F;Partial College;Clerical;North America;Chula Vista;California;United States;28/6/1957 0:00
1790;Zeng, Jamie;M;F;Partial College;Clerical;North America;Burlingame;California;United States;24/4/1957 0:00
2728;Rubio, Paula;M;F;Partial College;Clerical;North America;Berkeley;California;United States;8/4/1955 0:00
2729;Stewart, Taylor;M;F;Partial College;Clerical;North America;Bellflower;California;United States;26/8/1955 0:00
2735;Gonzalez, Kristi;M;F;Partial College;Clerical;North America;Berkeley;California;United States;9/7/1956 0:00
2742;Morgan, Haley;M;F;Partial College;Clerical;North America;Imperial Beach;California;United States;19/10/1957 0:00
2747;Madan, Janelle;M;F;Partial College;Clerical;North America;Berkeley;California;United States;24/2/1957 0:00
3741;Scott, Jenna;M;F;Partial College;Clerical;North America;Lakewood;California;United States;23/3/1954 0:00
3742;Cooper, Emma;M;F;Partial College;Clerical;North America;West Covina;California;United States;3/8/1954 0:00
3743;Howard, Andrea;M;F;Partial College;Clerical;North America;Lincoln Acres;California;United States;19/7/1955 0:00
3747;Nelson, Courtney;M;F;Partial College;Clerical;North America;Torrance;California;United States;5/4/1955 0:00
3751;Green, Mary;M;F;Partial College;Clerical;North America;Novato;California;United States;5/11/1956 0:00
3758;Garcia, Elizabeth;M;F;Partial College;Clerical;North America;San Gabriel;California;United States;2/1/1957 0:00
3893;Sanders, Savannah;M;F;Partial College;Clerical;North America;Palo Alto;California;United States;5/2/1955 0:00
3897;Flores, Alexia;M;F;Partial College;Clerical;North America;Lemon Grove;California;United States;11/5/1955 0:00
3902;Richardson, Katherine;M;F;Partial College;Clerical;North America;National City;California;United States;23/7/1956 0:00
3903;Diaz, Arianna;M;F;Partial College;Clerical;North America;Bellflower;California;United States;24/9/1956 0:00
3904;Morgan, Amanda;M;F;Partial College;Clerical;North America;San Gabriel;California;United States;4/3/1956 0:00
3908;Anand, Sheena;M;F;Partial College;Clerical;North America;Concord;California;United States;4/3/1956 0:00
3913;Taylor, Emma;M;F;Partial College;Clerical;North America;San Gabriel;California;United States;21/8/1957 0:00
3914;Roberts, Chloe;M;F;Partial College;Clerical;North America;Palo Alto;California;United States;18/10/1957 0:00
3915;Gray, Arianna;M;F;Partial College;Clerical;North America;Burlingame;California;United States;18/8/1957 0:00
5239;Arun, Ann;M;F;Partial College;Clerical;North America;Beverly Hills;California;United States;2/12/1957 0:00
5365;Yuan, Shawna;M;F;Partial College;Clerical;North America;Chula Vista;California;United States;11/5/1955 0:00
5373;Foster, Vanessa;M;F;Partial College;Clerical;North America;Lincoln Acres;California;United States;5/8/1957 0:00
5376;Hernandez, Gabriella;M;F;Partial College;Clerical;North America;Spring Valley;California;United States;23/8/1957 0:00
6118;Prasad, Lydia;M;F;Partial College;Clerical;North America;Colma;California;United States;27/5/1974 0:00
6662;Smith, Natalie;M;F;Partial College;Clerical;North America;Los Angeles;California;United States;4/7/1954 0:00
6674;Scott, Amber;M;F;Partial College;Clerical;North America;Mill Valley;California;United States;6/5/1956 0:00
7660;Thompson, Jasmine;M;F;Partial College;Clerical;North America;Los Angeles;California;United States;3/6/1956 0:00
7661;Anand, Cristina;M;F;Partial College;Clerical;North America;Coronado;California;United States;23/10/1956 0:00
7671;Bryant, Melanie;M;F;Partial College;Clerical;North America;Beverly Hills;California;United States;4/7/1958 0:00
8212;Lee, Anna;M;F;Partial College;Clerical;North America;Lakewood;California;United States;24/8/1954 0:00
8214;Simmons, Amanda;M;F;Partial College;Clerical;North America;Burlingame;California;United States;8/1/1955 0:00
9094;Clark, Megan;M;F;Partial College;Clerical;North America;Torrance;California;United States;13/4/1954 0:00
9098;Griffin, Brittany;M;F;Partial College;Clerical;North America;Mill Valley;California;United States;4/9/1955 0:00
9112;Zhu, Brittney;M;F;Partial College;Clerical;North America;Burbank;California;United States;20/9/1958 0:00
9116;Jones, Megan;M;F;Partial College;Clerical;North America;Lemon Grove;California;United States;12/1/1959 0:00
9738;Griffin, Victoria;M;F;Partial College;Clerical;North America;San Diego;California;United States;3/7/1929 0:00
9751;King, Katherine;M;F;Partial College;Clerical;North America;Imperial Beach;California;United States;26/9/1954 0:00
9760;Serrano, Teresa;M;F;Partial College;Clerical;North America;Beverly Hills;California;United States;20/5/1956 0:00
11332;Yuan, Michele;M;F;Partial College;Clerical;North America;Chula Vista;California;United States;20/9/1929 0:00
11347;Howard, Catherine;M;F;Partial College;Clerical;North America;Beverly Hills;California;United States;6/4/1955 0:00
11359;Butler, Sydney;M;F;Partial College;Clerical;North America;El Cajon;California;United States;8/8/1957 0:00
12269;Morris, Katelyn;M;F;Partial College;Clerical;North America;Palo Alto;California;United States;25/12/1955 0:00
12270;Griffin, Taylor;M;F;Partial College;Clerical;North America;El Cajon;California;United States;23/6/1956 0:00
12271;Anderson, Anna;M;F;Partial College;Clerical;North America;Daly City;California;United States;16/9/1956 0:00
12810;Sanchez, Danielle;M;F;Partial College;Clerical;North America;National City;California;United States;23/4/1958 0:00
12811;Lee, Sarah;M;F;Partial College;Clerical;North America;La Jolla;California;United States;9/9/1958 0:00
12815;Foster, Angela;M;F;Partial College;Clerical;North America;Torrance;California;United States;24/7/1959 0:00
13739;Davis, Hannah;M;F;Partial College;Clerical;North America;Glendale;California;United States;17/9/1954 0:00
13755;Rivera, Haley;M;F;Partial College;Clerical;North America;West Covina;California;United States;5/12/1958 0:00
15238;Martin, Grace;M;F;Partial College;Clerical;North America;Concord;California;United States;7/3/1974 0:00
15253;Garcia, Morgan;M;F;Partial College;Clerical;North America;Lincoln Acres;California;United States;25/10/1954 0:00
16011;Patterson, Jordyn;M;F;Partial College;Clerical;North America;Chula Vista;California;United States;14/11/1975 0:00
16014;Yuan, Alisha;M;F;Partial College;Clerical;North America;Burbank;California;United States;27/9/1974 0:00
16021;Perry, Rachel;M;F;Partial College;Clerical;North America;National City;California;United States;17/3/1954 0:00
16022;Peterson, Victoria;M;F;Partial College;Clerical;North America;San Gabriel;California;United States;21/10/1954 0:00
16047;Howard, Allison;M;F;Partial College;Clerical;North America;Downey;California;United States;16/6/1958 0:00
16190;Diaz, Elizabeth;M;F;Partial College;Clerical;North America;National City;California;United States;20/11/1975 0:00
16191;Reed, Shelby;M;F;Partial College;Clerical;North America;Burbank;California;United States;26/4/1974 0:00
16238;Ramirez, Jasmine;M;F;Partial College;Clerical;North America;Fremont;California;United States;26/5/1959 0:00
17589;Griffin, Emma;M;F;Partial College;Clerical;North America;Torrance;California;United States;1/6/1954 0:00
17622;Liu, Kristen;M;F;Partial College;Clerical;North America;Barstow;California;United States;25/9/1958 0:00
17623;Cooper, Julia;M;F;Partial College;Clerical;North America;Grossmont;California;United States;13/9/1958 0:00
17630;Madan, Cynthia;M;F;Partial College;Clerical;North America;Bellflower;California;United States;6/8/1959 0:00
17776;Anderson, Morgan;M;F;Partial College;Clerical;North America;Lemon Grove;California;United States;26/5/1954 0:00
84;Cox, Alyssa;M;F;Graduate Degree;Management;North America;Lincoln Acres;California;United States;15/3/1966 0:00
180;Rodriguez, Molly;M;F;Graduate Degree;Management;North America;Beverly Hills;California;United States;14/6/1943 0:00
189;Morris, Catherine;M;F;Graduate Degree;Management;North America;San Gabriel;California;United States;6/9/1944 0:00
262;Collins, Stephanie;M;F;Graduate Degree;Management;North America;San Diego;California;United States;24/4/1965 0:00
269;Carter, Katelyn;M;F;Graduate Degree;Management;North America;Coronado;California;United States;3/5/1964 0:00
276;Rai, Jenny;M;F;Graduate Degree;Management;North America;Colma;California;United States;18/1/1934 0:00
320;Bailey, Jade;M;F;Graduate Degree;Management;North America;Oakland;California;United States;27/4/1937 0:00
321;Hill, Morgan;M;F;Graduate Degree;Management;North America;Glendale;California;United States;26/6/1937 0:00
1157;Raji, Bonnie;M;F;Graduate Degree;Management;North America;Burbank;California;United States;12/1/1934 0:00
1182;Sanders, Katelyn;M;F;Graduate Degree;Management;North America;Palo Alto;California;United States;21/8/1936 0:00
1202;Yuan, Mindy;M;F;Graduate Degree;Management;North America;Burlingame;California;United States;6/8/1938 0:00
2280;Howard, Rachel;M;F;Graduate Degree;Management;North America;Palo Alto;California;United States;2/11/1965 0:00
2308;Stone, Michelle;M;F;Graduate Degree;Management;North America;Downey;California;United States;13/5/1935 0:00
2337;Gill, Deanna;M;F;Graduate Degree;Management;North America;Colma;California;United States;21/10/1940 0:00
2422;Patterson, Alyssa;M;F;Graduate Degree;Management;North America;Santa Cruz;California;United States;23/6/1965 0:00
2436;Pal, Tracy;M;F;Graduate Degree;Management;North America;Beverly Hills;California;United States;17/9/1934 0:00
2464;Sara, Tammy;M;F;Graduate Degree;Management;North America;Bellflower;California;United States;4/8/1936 0:00
2465;Hu, Martha;M;F;Graduate Degree;Management;North America;Beverly Hills;California;United States;8/11/1936 0:00
2466;Campbell, Sydney;M;F;Graduate Degree;Management;North America;Long Beach;California;United States;5/1/1936 0:00
2488;Martin, Emily;M;F;Graduate Degree;Management;North America;Spring Valley;California;United States;9/8/1937 0:00
2657;Howard, Faith;M;F;Graduate Degree;Management;North America;Bellflower;California;United States;25/4/1941 0:00
3242;Wood, Grace;M;F;Graduate Degree;Management;North America;Coronado;California;United States;27/10/1941 0:00
3249;Tang, Misty;M;F;Graduate Degree;Management;North America;Bellflower;California;United States;2/3/1942 0:00
3434;Peterson, Jennifer;M;F;Graduate Degree;Management;North America;Concord;California;United States;5/6/1933 0:00
3436;Wilson, Jennifer;M;F;Graduate Degree;Management;North America;La Jolla;California;United States;16/4/1933 0:00
3455;Anderson, Kayla;M;F;Graduate Degree;Management;North America;La Jolla;California;United States;18/11/1934 0:00
3499;Luo, Katie;M;F;Graduate Degree;Management;North America;Chula Vista;California;United States;20/9/1937 0:00
3509;Hall, Madison;M;F;Graduate Degree;Management;North America;Newport Beach;California;United States;3/10/1940 0:00
3514;Turner, Alexandra;M;F;Graduate Degree;Management;North America;Burlingame;California;United States;20/11/1968 0:00
4156;Harrison, Jamie;M;F;Graduate Degree;Management;North America;Colma;California;United States;8/9/1941 0:00
4159;Moore, Victoria;M;F;Graduate Degree;Management;North America;Los Angeles;California;United States;13/6/1941 0:00
4165;Collins, Savannah;M;F;Graduate Degree;Management;North America;Mill Valley;California;United States;26/11/1943 0:00
4367;Coleman, Alyssa;M;F;Graduate Degree;Management;North America;Lincoln Acres;California;United States;22/12/1965 0:00
4375;Kumar, Donna;M;F;Graduate Degree;Management;North America;Burlingame;California;United States;12/10/1934 0:00
4394;Ruiz, Rebekah;M;F;Graduate Degree;Management;North America;Berkeley;California;United States;2/10/1935 0:00
4737;Raje, Sheena;M;F;Graduate Degree;Management;North America;Beverly Hills;California;United States;13/6/1941 0:00
4739;Miller, Abigail;M;F;Graduate Degree;Management;North America;Torrance;California;United States;23/7/1941 0:00
4769;Walker, Victoria;M;F;Graduate Degree;Management;North America;Lakewood;California;United States;26/11/1966 0:00
4770;Coleman, Kelly;M;F;Graduate Degree;Management;North America;Lemon Grove;California;United States;9/5/1966 0:00
4973;Bailey, Caitlin;M;F;Graduate Degree;Management;North America;Burbank;California;United States;2/10/1935 0:00
4999;Flores, Marissa;M;F;Graduate Degree;Management;North America;Chula Vista;California;United States;9/5/1937 0:00
5004;Robinson, Carol;M;F;Graduate Degree;Management;North America;Oakland;California;United States;27/10/1937 0:00
5007;Henderson, Angelica;M;F;Graduate Degree;Management;North America;Spring Valley;California;United States;14/7/1938 0:00
5011;Wood, Nicole;M;F;Graduate Degree;Management;North America;Grossmont;California;United States;14/2/1940 0:00
5648;Alexander, Anna;M;F;Graduate Degree;Management;North America;Daly City;California;United States;18/10/1942 0:00
5677;Perry, Amanda;M;F;Graduate Degree;Management;North America;Grossmont;California;United States;26/3/1966 0:00
5760;Bell, Jasmine;M;F;Graduate Degree;Management;North America;San Francisco;California;United States;3/7/1967 0:00
5840;Ross, Julia;M;F;Graduate Degree;Management;North America;West Covina;California;United States;19/6/1965 0:00
5870;Patterson, Vanessa;M;F;Graduate Degree;Management;North America;Torrance;California;United States;1/2/1961 0:00
5905;Bailey, Arianna;M;F;Graduate Degree;Management;North America;Grossmont;California;United States;11/7/1938 0:00
6398;Cook, Alexandra;M;F;Graduate Degree;Management;North America;Lakewood;California;United States;6/10/1964 0:00
6408;Bryant, Elizabeth;M;F;Graduate Degree;Management;North America;Daly City;California;United States;12/8/1934 0:00
6446;Hernandez, Natasha;M;F;Graduate Degree;Management;North America;Bellflower;California;United States;21/4/1935 0:00
6447;Rana, Pamela;M;F;Graduate Degree;Management;North America;Beverly Hills;California;United States;14/8/1935 0:00
6448;Lewis, Sydney;M;F;Graduate Degree;Management;North America;Concord;California;United States;18/3/1935 0:00
6471;Carlson, Jaime;M;F;Graduate Degree;Management;North America;Bellflower;California;United States;26/11/1937 0:00
7416;Mehta, Summer;M;F;Graduate Degree;Management;North America;Burlingame;California;United States;20/11/1935 0:00
7422;Morgan, Megan;M;F;Graduate Degree;Management;North America;San Diego;California;United States;16/8/1960 0:00
7433;Lopez, Jordan;M;F;Graduate Degree;Management;North America;Burlingame;California;United States;8/4/1938 0:00
7438;Butler, Isabella;M;F;Graduate Degree;Management;North America;Long Beach;California;United States;8/12/1940 0:00
7439;Sanz, Sheila;M;F;Graduate Degree;Management;North America;Colma;California;United States;24/3/1941 0:00
7442;Munoz, Tabitha;M;F;Graduate Degree;Management;North America;Beverly Hills;California;United States;21/8/1941 0:00
7537;Coleman, Hailey;M;F;Graduate Degree;Management;North America;National City;California;United States;22/3/1943 0:00
7936;Jenkins, Jasmine;M;F;Graduate Degree;Management;North America;La Jolla;California;United States;18/5/1966 0:00
8709;Luo, April;M;F;Graduate Degree;Management;North America;Colma;California;United States;9/9/1935 0:00
8724;Russell, Olivia;M;F;Graduate Degree;Management;North America;Colma;California;United States;9/8/1953 0:00
8735;Weisman, Natalie;M;F;Graduate Degree;Management;North America;San Diego;California;United States;11/6/1939 0:00
8736;Reed, Mackenzie;M;F;Graduate Degree;Management;North America;La Jolla;California;United States;14/10/1939 0:00
8737;Kelly, Rachel;M;F;Graduate Degree;Management;North America;San Francisco;California;United States;28/2/1940 0:00
8745;Cai, Tamara;M;F;Graduate Degree;Management;North America;Colma;California;United States;3/8/1941 0:00
8746;Simmons, Kayla;M;F;Graduate Degree;Management;North America;National City;California;United States;18/9/1941 0:00
8809;Kelly, Brooke;M;F;Graduate Degree;Management;North America;Grossmont;California;United States;26/1/1966 0:00
8841;James, Jessica;M;F;Graduate Degree;Management;North America;Imperial Beach;California;United States;11/9/1943 0:00
9360;Blue, Rachel;M;F;Graduate Degree;Management;North America;Bellflower;California;United States;4/3/1935 0:00
9361;Russell, Brianna;M;F;Graduate Degree;Management;North America;Imperial Beach;California;United States;23/4/1935 0:00
9365;Jackson, Anna;M;F;Graduate Degree;Management;North America;West Covina;California;United States;27/2/1936 0:00
9387;Russell, Anna;M;F;Graduate Degree;Management;North America;Lemon Grove;California;United States;21/11/1939 0:00
9392;Serrano, Meghan;M;F;Graduate Degree;Management;North America;Concord;California;United States;20/5/1940 0:00
9491;Roberts, Kaylee;M;F;Graduate Degree;Management;North America;Mill Valley;California;United States;2/4/1943 0:00
10314;Diaz, Beth;M;F;Graduate Degree;Management;North America;Chula Vista;California;United States;3/9/1935 0:00
10316;Sanz, Audrey;M;F;Graduate Degree;Management;North America;Burbank;California;United States;19/8/1936 0:00
10318;Rivera, Lauren;M;F;Graduate Degree;Management;North America;San Diego;California;United States;13/12/1936 0:00
10343;Xie, Tonya;M;F;Graduate Degree;Management;North America;Beverly Hills;California;United States;22/11/1938 0:00
10351;Sharma, Mindy;M;F;Graduate Degree;Management;North America;Chula Vista;California;United States;2/5/1940 0:00
10431;Morgan, Savannah;M;F;Graduate Degree;Management;North America;Burbank;California;United States;5/10/1932 0:00
11120;Flores, Hailey;M;F;Graduate Degree;Management;North America;Burlingame;California;United States;13/10/1953 0:00
11127;Ward, Rachel;M;F;Graduate Degree;Management;North America;Burlingame;California;United States;3/8/1937 0:00
11130;Hall, Chloe;M;F;Graduate Degree;Management;North America;Beverly Hills;California;United States;8/12/1938 0:00
11132;Cook, Jessica;M;F;Graduate Degree;Management;North America;Grossmont;California;United States;1/7/1938 0:00
11133;Mehta, Rachael;M;F;Graduate Degree;Management;North America;Colma;California;United States;25/2/1938 0:00
11138;Griffin, Elizabeth;M;F;Graduate Degree;Management;North America;Newport Beach;California;United States;20/3/1940 0:00
11139;Brooks, Alexandra;M;F;Graduate Degree;Management;North America;Chula Vista;California;United States;11/9/1940 0:00
11866;Hall, Stephanie;M;F;Graduate Degree;Management;North America;Concord;California;United States;3/2/1934 0:00
12048;Xu, Valerie;M;F;Graduate Degree;Management;North America;Chula Vista;California;United States;2/10/1935 0:00
12064;Thompson, Jennifer;M;F;Graduate Degree;Management;North America;Mill Valley;California;United States;16/4/1937 0:00
12068;Pal, Kelli;M;F;Graduate Degree;Management;North America;Burlingame;California;United States;4/2/1938 0:00
12070;Gray, Anna;M;F;Graduate Degree;Management;North America;Berkeley;California;United States;28/10/1940 0:00
12072;Gonzales, Haley;M;F;Graduate Degree;Management;North America;Concord;California;United States;8/6/1940 0:00
12076;Sandberg, Rebekah;M;F;Graduate Degree;Management;North America;Bellflower;California;United States;19/4/1941 0:00
12501;Garcia, Adriana;M;F;Graduate Degree;Management;North America;Concord;California;United States;6/6/1936 0:00
12511;Cooper, Morgan;M;F;Graduate Degree;Management;North America;Concord;California;United States;15/5/1953 0:00
13406;Rai, Tara;M;F;Graduate Degree;Management;North America;Burlingame;California;United States;19/4/1934 0:00
13424;Harris, Alyssa;M;F;Graduate Degree;Management;North America;Los Angeles;California;United States;16/2/1935 0:00
13425;Russell, Morgan;M;F;Graduate Degree;Management;North America;West Covina;California;United States;7/1/1936 0:00
13437;Hernandez, Jennifer;M;F;Graduate Degree;Management;North America;Grossmont;California;United States;20/1/1953 0:00
13625;Murphy, Allison;M;F;Graduate Degree;Management;North America;Fremont;California;United States;27/3/1938 0:00
14841;Pal, Karla;M;F;Graduate Degree;Management;North America;Bellflower;California;United States;17/1/1938 0:00
16529;Stewart, Jade;M;F;Graduate Degree;Management;North America;Los Angeles;California;United States;24/4/1966 0:00
16530;White, Rachel;M;F;Graduate Degree;Management;North America;San Carlos;California;United States;15/2/1966 0:00
16655;Diaz, Carrie;M;F;Graduate Degree;Management;North America;Berkeley;California;United States;16/2/1935 0:00
16670;Allen, Katelyn;M;F;Graduate Degree;Management;North America;Coronado;California;United States;24/11/1953 0:00
16997;Alexander, Angela;M;F;Graduate Degree;Management;North America;Mill Valley;California;United States;21/5/1937 0:00
17002;Rodriguez, Sydney;M;F;Graduate Degree;Management;North America;Burlingame;California;United States;27/5/1939 0:00
17006;Young, Amber;M;F;Graduate Degree;Management;North America;Berkeley;California;United States;22/8/1940 0:00
17084;Foster, Kaitlyn;M;F;Graduate Degree;Management;North America;Bellflower;California;United States;17/8/1968 0:00
17299;Edwards, Maria;M;F;Graduate Degree;Management;North America;Lemon Grove;California;United States;22/8/1953 0:00
18129;Reed, Alyssa;M;F;Graduate Degree;Management;North America;Grossmont;California;United States;14/9/1966 0:00
82;Baker, Savannah;M;F;Bachelors;Management;North America;Concord;California;United States;24/7/1966 0:00
181;Anand, April;M;F;Bachelors;Management;North America;Chula Vista;California;United States;2/1/1943 0:00
195;Price, Jacqueline;M;F;Bachelors;Management;North America;Palo Alto;California;United States;10/6/1945 0:00
200;Bennett, Jacqueline;M;F;Bachelors;Management;North America;Burlingame;California;United States;6/11/1946 0:00
202;Foster, Amanda;M;F;Bachelors;Management;North America;Santa Monica;California;United States;18/8/1947 0:00
203;Price, Alexia;M;F;Bachelors;Management;North America;Lakewood;California;United States;26/8/1947 0:00
209;Reed, Maria;M;F;Bachelors;Management;North America;Glendale;California;United States;4/2/1948 0:00
210;Evans, Allison;M;F;Bachelors;Management;North America;Lincoln Acres;California;United States;13/1/1948 0:00
223;Rivera, Alexandra;M;F;Bachelors;Management;North America;Santa Monica;California;United States;17/8/1950 0:00
261;Kelly, Katelyn;M;F;Bachelors;Management;North America;Burlingame;California;United States;12/4/1965 0:00
285;Serrano, Theresa;M;F;Bachelors;Management;North America;Chula Vista;California;United States;27/3/1962 0:00
289;Sanchez, Cindy;M;F;Bachelors;Management;North America;Burbank;California;United States;16/9/1961 0:00
290;Carter, Maria;M;F;Bachelors;Management;North America;Downey;California;United States;7/3/1961 0:00
291;Sanchez, Katelyn;M;F;Bachelors;Management;North America;Lakewood;California;United States;18/8/1961 0:00
292;Wright, Jenna;M;F;Bachelors;Management;North America;Lemon Grove;California;United States;5/5/1961 0:00
1059;Nelson, Chloe;M;F;Bachelors;Management;North America;Fremont;California;United States;3/7/1943 0:00
1077;Washington, Chloe;M;F;Bachelors;Management;North America;Fremont;California;United States;26/2/1944 0:00
1083;Sanchez, Lauren;M;F;Bachelors;Management;North America;Downey;California;United States;12/10/1946 0:00
1095;Bailey, Bailey;M;F;Bachelors;Management;North America;Lemon Grove;California;United States;19/9/1948 0:00
1097;Brooks, Caitlin;M;F;Bachelors;Management;North America;San Carlos;California;United States;27/2/1948 0:00
1171;Reed, Sara;M;F;Bachelors;Management;North America;Glendale;California;United States;7/1/1961 0:00
1190;Wright, Sophia;M;F;Bachelors;Management;North America;Los Angeles;California;United States;19/2/1960 0:00
1207;Parker, Sierra;M;F;Bachelors;Management;North America;Long Beach;California;United States;12/4/1939 0:00
1210;Jai, Mindy;M;F;Bachelors;Management;North America;Bellflower;California;United States;26/6/1940 0:00
1709;Pal, Bonnie;M;F;Bachelors;Management;North America;Chula Vista;California;United States;25/4/1941 0:00
2192;Rodriguez, Emma;M;F;Bachelors;Management;North America;Redwood City;California;United States;18/7/1943 0:00
2201;Miller, Jessica;M;F;Bachelors;Management;North America;San Diego;California;United States;10/7/1943 0:00
2217;Mitchell, Mary;M;F;Bachelors;Management;North America;Fremont;California;United States;15/9/1946 0:00
2219;Bryant, Melissa;M;F;Bachelors;Management;North America;Chula Vista;California;United States;28/1/1946 0:00
2221;Hernandez, Isabella;M;F;Bachelors;Management;North America;Newport Beach;California;United States;28/7/1946 0:00
2222;Hall, Madeline;M;F;Bachelors;Management;North America;Lincoln Acres;California;United States;6/12/1946 0:00
2294;Lu, Barbara;M;F;Bachelors;Management;North America;Chula Vista;California;United States;13/7/1962 0:00
2299;Harris, Anna;M;F;Bachelors;Management;North America;Lincoln Acres;California;United States;27/7/1961 0:00
2300;Ross, Vanessa;M;F;Bachelors;Management;North America;Palo Alto;California;United States;15/10/1961 0:00
2310;Sanders, Angela;M;F;Bachelors;Management;North America;El Cajon;California;United States;21/5/1936 0:00
2325;Stiller, Florian;M;F;Bachelors;Management;North America;Santa Monica;California;United States;20/9/1937 0:00
2332;Diaz, Lauren;M;F;Bachelors;Management;North America;Imperial Beach;California;United States;22/11/1939 0:00
2334;Chander, Tara;M;F;Bachelors;Management;North America;Concord;California;United States;13/2/1940 0:00
2341;Edwards, Natalie;M;F;Bachelors;Management;North America;Berkeley;California;United States;3/5/1942 0:00
2348;Hall, Rachel;M;F;Bachelors;Management;North America;Novato;California;United States;2/1/1943 0:00
2350;Gonzalez, Kaitlyn;M;F;Bachelors;Management;North America;Newport Beach;California;United States;6/10/1943 0:00
2361;Cook, Jada;M;F;Bachelors;Management;North America;Concord;California;United States;3/1/1946 0:00
2381;Scott, Katherine;M;F;Bachelors;Management;North America;Bellflower;California;United States;25/10/1949 0:00
